Tweet,id,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,hashtag clicks,detail expands,permalink clicks,app opens,app installs,follows,email tweet,dial phone,media views,media engagements,ConvertedDateTime,Year,Quarter,Day,Month,Date,Week
vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta #adipiscing,3.25779E+15,2020-07-29 02:29 +0000,124,1,0.008064516,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29-07-2020 07:59:00,2020,Q3,29,July,29-Jul-20,Wednesday
amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis #sagittis,2.0224E+15,2020-07-29 01:13 +0000,143,3,0.020979021,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,29-07-2020 06:43:00,2020,Q3,29,July,29-Jul-20,Wednesday
leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum #ipsum,2.56389E+14,2020-07-28 11:28 +0000,319,1,0.003134796,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28-07-2020 16:58:00,2020,Q3,28,July,28-Jul-20,Tuesday
ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing #blandit,7.58488E+15,2020-07-27 11:10 +0000,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27-07-2020 16:40:00,2020,Q3,27,July,27-Jul-20,Monday
venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst #leo,2.68673E+15,2020-07-26 22:22 +0000,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27-07-2020 03:52:00,2020,Q3,27,July,27-Jul-20,Monday
in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit #non,4.07546E+15,2020-07-26 21:45 +0000,153,1,0.006535948,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27-07-2020 03:15:00,2020,Q3,27,July,27-Jul-20,Monday
convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu #magna,7.50379E+14,2020-07-26 20:55 +0000,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27-07-2020 02:25:00,2020,Q3,27,July,27-Jul-20,Monday
consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse #ultrices,1.90953E+15,2020-07-24 13:39 +0000,180,1,0.005555556,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24-07-2020 19:09:00,2020,Q3,24,July,24-Jul-20,Friday
vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi #quis,5.49501E+15,2020-07-23 22:09 +0000,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24-07-2020 03:39:00,2020,Q3,24,July,24-Jul-20,Friday
in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin #in,2.37039E+15,2020-07-23 17:04 +0000,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23-07-2020 22:34:00,2020,Q3,23,July,23-Jul-20,Thursday
aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus #eget,4.64153E+15,2020-07-22 17:00 +0000,304,4,0.013157895,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22-07-2020 22:30:00,2020,Q3,22,July,22-Jul-20,Wednesday
libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus #nibh,4.5363E+15,2020-07-20 23:43 +0000,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-07-2020 05:13:00,2020,Q3,21,July,21-Jul-20,Tuesday
adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi #ipsum,6.30603E+15,2020-07-20 20:37 +0000,130,3,0.023076923,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21-07-2020 02:07:00,2020,Q3,21,July,21-Jul-20,Tuesday
lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin #ac,5.22324E+15,2020-07-17 21:41 +0000,64,1,0.015625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18-07-2020 03:11:00,2020,Q3,18,July,18-Jul-20,Saturday
id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo #quis,8.69805E+15,2020-07-17 19:05 +0000,71,1,0.014084507,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18-07-2020 00:35:00,2020,Q3,18,July,18-Jul-20,Saturday
maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis #hac,6.82242E+15,2020-07-17 13:19 +0000,587,1,0.001703578,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17-07-2020 18:49:00,2020,Q3,17,July,17-Jul-20,Friday
pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti #convallis,2.34568E+15,2020-07-17 12:19 +0000,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17-07-2020 17:49:00,2020,Q3,17,July,17-Jul-20,Friday
nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo #etiam,1.4241E+15,2020-07-16 18:47 +0000,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17-07-2020 00:17:00,2020,Q3,17,July,17-Jul-20,Friday
at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus #etiam,5.37854E+15,2020-07-16 13:14 +0000,174,2,0.011494253,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16-07-2020 18:44:00,2020,Q3,16,July,16-Jul-20,Thursday
nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat #quam,1.1528E+14,2020-07-15 20:10 +0000,76,2,0.026315789,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16-07-2020 01:40:00,2020,Q3,16,July,16-Jul-20,Thursday
laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta #egestas,1.32619E+15,2020-07-14 17:30 +0000,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14-07-2020 23:00:00,2020,Q3,14,July,14-Jul-20,Tuesday
dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien #donec,2.24697E+15,2020-07-14 12:24 +0000,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14-07-2020 17:54:00,2020,Q3,14,July,14-Jul-20,Tuesday
non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis #metus,7.04355E+15,2020-07-13 22:06 +0000,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14-07-2020 03:36:00,2020,Q3,14,July,14-Jul-20,Tuesday
hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer #neque,2.96619E+15,2020-07-13 20:03 +0000,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14-07-2020 01:33:00,2020,Q3,14,July,14-Jul-20,Tuesday
leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet #vel,1.69963E+15,2020-07-13 16:28 +0000,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13-07-2020 21:58:00,2020,Q3,13,July,13-Jul-20,Monday
ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede #eleifend,5.18088E+15,2020-07-13 15:28 +0000,58,1,0.017241379,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13-07-2020 20:58:00,2020,Q3,13,July,13-Jul-20,Monday
pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim #tristique,1.47018E+14,2020-07-09 23:36 +0000,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10-07-2020 05:06:00,2020,Q3,10,July,10-Jul-20,Friday
ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor #vestibulum,1.45609E+15,2020-07-09 00:41 +0000,255,2,0.007843137,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,09-07-2020 06:11:00,2020,Q3,9,July,09-Jul-20,Thursday
ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula #ultrices,6.58905E+15,2020-07-08 19:32 +0000,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09-07-2020 01:02:00,2020,Q3,9,July,09-Jul-20,Thursday
hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras #donec,2.34866E+15,2020-07-08 18:24 +0000,149,1,0.006711409,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,08-07-2020 23:54:00,2020,Q3,8,July,08-Jul-20,Wednesday
at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum #sed,3.79247E+15,2020-07-08 16:04 +0000,192,1,0.005208333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,08-07-2020 21:34:00,2020,Q3,8,July,08-Jul-20,Wednesday
integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum #posuere,2.24118E+15,2020-07-08 15:56 +0000,785,1,0.001273885,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,08-07-2020 21:26:00,2020,Q3,8,July,08-Jul-20,Wednesday
quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae #vel,5.70898E+15,2020-07-04 22:40 +0000,178,1,0.005617978,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,05-07-2020 04:10:00,2020,Q3,5,July,05-Jul-20,Sunday
nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam #diam,6.04228E+15,2020-07-04 19:06 +0000,39,2,0.051282051,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,05-07-2020 00:36:00,2020,Q3,5,July,05-Jul-20,Sunday
vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel #lorem,8.44475E+15,2020-07-04 04:14 +0000,266,1,0.003759398,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,04-07-2020 09:44:00,2020,Q3,4,July,04-Jul-20,Saturday
suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec #porta,4.84745E+15,2020-07-02 00:40 +0000,100,1,0.01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,02-07-2020 06:10:00,2020,Q3,2,July,02-Jul-20,Thursday
sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus #erat,9.24947E+15,2020-07-01 00:34 +0000,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01-07-2020 06:04:00,2020,Q3,1,July,01-Jul-20,Wednesday
aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor #vestibulum,5.56649E+15,2020-08-23 14:19 +0000,407,1,0.002457002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23-08-2020 19:49:00,2020,Q3,23,August,23-Aug-20,Sunday
adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et #adipiscing,7.3203E+15,2020-08-21 02:18 +0000,96,4,0.041666667,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,21-08-2020 07:48:00,2020,Q3,21,August,21-Aug-20,Friday
id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales #sed,3.65485E+15,2020-08-21 02:18 +0000,97,3,0.030927835,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21-08-2020 07:48:00,2020,Q3,21,August,21-Aug-20,Friday
consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue #vitae,6.37778E+15,2020-08-20 19:49 +0000,270,1,0.003703704,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21-08-2020 01:19:00,2020,Q3,21,August,21-Aug-20,Friday
justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed #lacus,4.93264E+15,2020-08-20 13:27 +0000,202,1,0.004950495,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20-08-2020 18:57:00,2020,Q3,20,August,20-Aug-20,Thursday
condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et #iaculis,6.8763E+15,2020-08-19 14:49 +0000,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19-08-2020 20:19:00,2020,Q3,19,August,19-Aug-20,Wednesday
